dataset,ablation,model,model_parameters,num_features,features,train_samples,test_samples,mean_pixel_error,median_pixel_error,std_pixel_error,min_pixel_error,max_pixel_error,q25_pixel_error,q75_pixel_error,mean_x_error_pixels,median_x_error_pixels,mean_y_error_pixels,median_y_error_pixels,p90_pixel_error
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,linear,,4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,686.8802679524687,599.3002980448351,340.9987143379895,110.28364097181824,2088.0642841343047,468.9677106425869,888.3876160793191,588.9500428109944,520.084176888055,277.0786363688748,278.2780010356397,1086.7727374478375
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,ridge,{'alpha': 0.01},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,686.8828248468969,599.3099390222678,340.98696557894846,110.24204610199753,2087.9754970329177,468.9759053704972,888.4050618270112,588.9538771559852,520.1065047990385,277.078707977652,278.27744045752877,1086.7416534279364
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,ridge,{'alpha': 0.1},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,686.9058156962064,599.3966199432007,340.8813763004372,109.86826138527402,2087.1772843126337,469.04955889441885,888.5618224880363,588.9883364599032,520.3072134483084,277.07935220961974,278.27238405595415,1086.4622484313863
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,ridge,{'alpha': 1.0},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,687.1336420636577,601.1577520235816,339.8400718739279,106.18671522501084,2079.2803883832607,469.7764103807001,890.1048781959507,589.3280602061408,522.2905778474426,277.08577022849784,278.2207283093146,1083.7025481835012
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,svr,"{'kernel': 'rbf', 'C': 10.0, 'epsilon': 0.1}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,688.0147724430204,636.6476878938603,356.69455497834315,55.47613017277199,1575.188913366777,398.8246994433454,891.2526915433968,550.7890678725249,477.0600427917627,322.8743481467025,263.9939984813415,1227.7496275846363
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,elasticnet,"{'alpha': 0.01, 'l1_ratio': 0.5, 'max_iter': 2000}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,691.3412588579707,619.6799554983099,325.85480255610173,65.31904115983605,1973.6758861883545,476.755070430445,858.8267678384453,594.802328304264,559.7418959194786,277.88591863082064,275.8855733216534,1037.536134316631
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,knn,"{'n_neighbors': 5, 'weights': 'distance'}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,691.5430533679678,637.9591203635699,379.9399952257692,71.99305776822474,1720.0608152258997,406.685265608878,922.7608015478663,581.3312717619774,501.52355306961033,297.0944321162047,271.79768612727355,1203.5292244309508
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,gradient_boosting,"{'n_estimators': 300, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,692.8435144822586,662.5483793139964,222.6329447355726,179.99429485995,1227.8400358943893,535.2553446814169,878.1830034523421,589.1921806124324,624.187024631216,284.88258848436834,256.22510067261817,991.6960178755519
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,gradient_boosting,"{'n_estimators': 300, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,694.4398931773836,650.38687955961,221.1353369940871,187.4326487497843,1228.390636175621,534.2832901942326,877.5995633351383,590.8262329467404,624.5649042595037,285.5707108191168,256.4642415688924,997.1449337602033
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,lasso,{'alpha': 0.01},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,695.6773373141375,638.3281308367114,315.54630717603095,59.79749925146496,1932.2521014755691,476.0538368471559,869.9730768396112,599.6557072282748,591.5260725062014,279.5524106981367,285.2066946726944,1037.764133330571
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,gradient_boosting,"{'n_estimators': 100, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,695.9019410450959,671.406142476465,215.77336658648196,191.31772432115793,1116.3726220276383,550.395498482652,880.9414055828299,593.6313681282612,644.0611112190415,285.4766557263827,242.28957033128088,997.9668788136433
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,gradient_boosting,"{'n_estimators': 300, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,696.134228989384,662.7700616005327,230.26721505623456,303.5014374673479,1232.2902892740244,518.5088377697539,849.0991897670149,597.8300997481779,633.1313774449345,275.32393109989897,264.11434885310405,1018.0360718321426
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,gradient_boosting,"{'n_estimators': 100, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,699.5050411250093,664.1093380567797,214.43990697490054,204.8614165047816,1095.424344330073,559.8611724386305,890.1073762556832,597.2497953501049,608.9654118016592,286.57239453325445,249.64967462735996,1011.8507620958268
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,gradient_boosting,"{'n_estimators': 100, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,700.1287284941448,678.7616699538011,217.97908019866668,210.00937459542945,1110.512877513194,560.5827014936855,891.4293884876631,598.2524349395701,619.9897958481852,286.74550056103953,245.83269370536505,1008.7447155317986
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,gradient_boosting,"{'n_estimators': 100, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,700.3529249393266,678.4390160130804,217.25349320937454,207.67682526251807,1092.4787797210747,563.6608298142322,894.957132791295,598.2215582341562,610.1383341023126,286.61004864872064,250.71209616578733,1008.7761430301455
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,elasticnet,"{'alpha': 0.1, 'l1_ratio': 0.5, 'max_iter': 2000}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,703.6481088920461,672.1225021867575,265.39250112086313,158.0745544230759,1690.5304141965812,526.6644566891098,864.0881429598453,600.4915886866384,618.7642174148682,285.96751201708764,248.55056562941732,1004.5394647115126
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,decision_tree,"{'max_depth': 10, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,703.9683594547403,622.1192777922575,383.1150987727173,57.31710041514646,1767.0845169374327,410.1132052827299,955.8341966538359,553.7846428571429,476.4000000000001,330.32921626984125,279.5,1188.391656234099
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,decision_tree,"{'max_depth': 10, 'min_samples_leaf': 5}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,705.1842297653718,677.1559371012164,389.5271951012428,64.51116182491215,1758.7297484619403,357.83962463541815,992.4765636728239,568.1389047619048,503.95238095238085,314.8601984126984,235.03125000000006,1210.807131262139
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,gradient_boosting,"{'n_estimators': 300, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,706.4751166059908,685.0897321849952,229.26863561895817,335.07547150881464,1244.332140890626,521.5783043559929,876.639683749844,604.1369308381637,652.4063354331356,281.88300899629144,253.54467376450373,1055.5491887263242
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,gradient_boosting,"{'n_estimators': 100, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,708.8220375615,680.0217117918917,221.12814742739957,216.7829631675046,1150.7448211335277,569.7041898355787,892.6281410486804,606.773598673645,643.2427215914261,286.20066738217656,255.65409093678824,1014.3314722325339
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,elasticnet,"{'alpha': 0.1, 'l1_ratio': 0.5, 'max_iter': 2000}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,708.9469488929037,678.8722008238406,243.61168613962283,192.6241243623914,1495.0791463804476,540.2705545835547,880.6033826854448,606.039903570139,640.2167976179296,287.6197777330736,262.0054266997023,1016.9441699938778
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,gradient_boosting,"{'n_estimators': 100, 'learning_rate': 0.001, 'max_depth': 5, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,709.1827122753728,677.7346733056668,221.28777221371865,217.10944635655795,1149.6452137385988,566.9779858865144,893.9592089804756,607.1939116309159,650.7420657545831,286.32358906125427,255.23050923345994,1004.1218716521444
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,gradient_boosting,"{'n_estimators': 100, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,709.7096900041586,687.1084791531712,221.04902447012978,258.8692073160244,1152.0236387734378,552.9423923980974,890.0875154111486,609.8682341609546,665.8671471610936,282.82218923560976,253.76127183352708,1021.3071685148218
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,gradient_boosting,"{'n_estimators': 100, 'learning_rate': 0.001, 'max_depth': 10, 'min_samples_leaf': 5}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,712.7207061286384,676.9053978843066,220.74176725434646,276.49201592897447,1159.4326166212438,553.5940386747565,897.5390885589728,611.804006786245,663.4798950614654,285.60272977621446,253.83019842148047,1018.0668505700934
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,lasso,{'alpha': 0.1},14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,714.2694116271055,696.8285474262498,229.46299976315848,207.3837155345847,1295.2989417236954,569.5093750225391,901.7445687502778,610.8309530017306,636.1364318061992,288.096875,259.03124999999994,1033.4858980930342
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,polynomial_ridge,"{'degree': 2, 'alpha': 1.0}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,716.4850029989436,661.2709751367603,342.5758597016051,154.04659728238568,1674.0518868203997,486.2568297752351,923.5005801729592,616.6758622137086,555.2927012207069,284.86474359460857,269.95469565016253,1237.1125557900573
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,polynomial_ridge,"{'degree': 2, 'alpha': 0.1}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,716.8106473153952,661.5925246256436,345.25297138669384,145.38793890423358,1688.0917038805737,484.24024817605925,923.3426720570387,616.7884875494526,553.3325563707469,284.9888534672023,270.2535160112977,1237.0183652456703
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,polynomial_ridge,"{'degree': 2, 'alpha': 0.01}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,716.8454030891298,661.5954589901005,345.52537707147644,144.51268804670607,1689.5210156635824,484.03519457932936,923.327265574668,616.8006646125215,552.992316565069,285.0015491207373,270.2836487256364,1237.0089139093916
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,lasso,{'alpha': 0.1},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,719.9347859975428,683.8626865587904,227.24848056364294,233.48586923583304,1112.8576031473265,589.6183670333673,914.4199395739922,617.5312499999999,643.5,288.096875,259.03124999999994,1004.692180896066
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,lasso,{'alpha': 1.0},4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,719.9347859975428,683.8626865587904,227.24848056364294,233.48586923583304,1112.8576031473265,589.6183670333673,914.4199395739922,617.5312499999999,643.5,288.096875,259.03124999999994,1004.692180896066
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,elasticnet,"{'alpha': 1.0, 'l1_ratio': 0.5, 'max_iter': 2000}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,719.9347859975428,683.8626865587904,227.24848056364294,233.48586923583304,1112.8576031473265,589.6183670333673,914.4199395739922,617.5312499999999,643.5,288.096875,259.03124999999994,1004.692180896066
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,elasticnet,"{'alpha': 1.0, 'l1_ratio': 0.5, 'max_iter': 2000}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,719.9347859975428,683.8626865587904,227.24848056364294,233.48586923583304,1112.8576031473265,589.6183670333673,914.4199395739922,617.5312499999999,643.5,288.096875,259.03124999999994,1004.692180896066
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,lasso,{'alpha': 1.0},14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,719.9347859975428,683.8626865587904,227.24848056364294,233.48586923583304,1112.8576031473265,589.6183670333673,914.4199395739922,617.5312499999999,643.5,288.096875,259.03124999999994,1004.692180896066
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,polynomial_ridge,"{'degree': 2, 'alpha': 0.01}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,729.1909128684093,611.4228532069633,554.4278606926122,85.28979171218909,3328.4559408512946,407.6868793207358,883.7001837503777,591.375123860721,499.4196111639899,317.52939811458964,231.9897357482112,1247.0762636237102
ExperimentHeadMovement,SQUARED_AND_INTERACTIONS,decision_tree,"{'max_depth': 10, 'min_samples_leaf': 3}",14,"avg_iris_rel_face_x_norm, avg_iris_rel_face_y_norm, face_yaw, face_pitch, face_roll, yaw_avg_iris_x_interaction, pitch_avg_iris_y_interaction, roll_avg_iris_x_interaction, roll_avg_iris_y_interaction, yaw_squared, pitch_squared, roll_squared, avg_iris_rel_face_x_norm_squared, avg_iris_rel_face_y_norm_squared",400,100,737.6955224223193,728.328641492004,429.4009687134964,65.34098594637567,1801.9874521699028,345.3922327156092,1076.636352300458,592.4445,471.89999999999986,323.18375,261.04166666666674,1284.3462829970974
ExperimentHeadMovement,RELATIVE_IRIS_TO_FACE,decision_tree,"{'max_depth': 10, 'min_samples_leaf': 3}",4,"left_iris_rel_face_x, left_iris_rel_face_y, right_iris_rel_face_x, right_iris_rel_face_y",400,100,755.0900588679162,685.6489469431469,417.7777317553436,109.11461863563491,1696.5062465091146,425.7345092572799,1076.087629335585,599.3961764705882,446.99999999999994,341.95234477124177,273.125,1403.1240325483864
